"row" "condition" "age" "female" "hispanic" "lunch" "esollevel" "stanmath" "stanread" "learndis" "ability1" "ability2" "ability3" "ability4" "mathse"
"431" 0 13.3525 1 1 1 5 307 310 0 0.040053 1.104519 2.143643 1.226635 27
"432" 0 15.04997 0 1 1 5 293 283 1 -1.71029 0.102875 0.0225 0.10246 39
"434" 0 13.24298 1 1 1 5 340 344 0 1.694322 2.61481 NA 3.411863 23
"435" 0 13.22382 1 1 0 5 349 431 0 2.609382 1.104519 NA 3.411863 25
"436" 0 14.63381 1 0 1 5 336 291 0 2.609382 2.61481 NA 3.411863 32
"437" 0 13.36893 1 1 1 5 344 311 0 1.694322 1.724337 NA 1.226635 30
"438" 0 14.01506 0 1 1 5 352 351 0 1.064029 2.61481 NA 3.411863 37
"439" 0 13.45654 1 1 0 5 333 297 0 1.064029 2.61481 NA -0.890334 32
"440" 0 13.70568 0 1 0 6 354 391 0 1.064029 2.61481 NA 3.411863 33
"441" 0 13.3744 0 1 0 5 344 348 0 1.694322 3.946062 NA 1.226635 32
"442" 0 13.42916 1 1 0 5 342 332 0 1.064029 0.583529 NA 0.620587 31
"443" 0 13.73854 1 1 0 5 313 314 0 0.040053 0.583529 NA 1.226635 30
"444" 0 13.82888 0 1 0 5 345 351 0 1.064029 2.61481 NA 2.096395 40
"445" 0 13.37166 1 1 1 6 363 318 0 1.694322 2.61481 NA 0.620587 30
"446" 0 13.10609 1 0 0 6 314 331 0 1.064029 1.104519 NA 2.096395 33
"448" 0 13.47023 1 1 1 5 354 352 0 3.972222 2.61481 NA 3.411863 40
"449" 0 14.33539 0 0 0 5 343 349 0 1.064029 0.583529 NA 2.096395 27
"451" 0 13.93566 0 1 0 5 332 340 0 3.972222 2.61481 NA -0.389125 33
"452" 0 14.06434 1 1 0 6 353 378 0 2.609382 2.61481 NA 3.411863 36
"453" 0 13.72485 0 1 0 5 298 327 0 0.535507 1.724337 NA 3.411863 33
"454" 0 13.64545 1 0 1 6 323 363 0 1.694322 1.104519 NA 3.411863 40
"455" 0 13.68925 0 0 1 5 266 296 0 -0.466456 -0.878592 NA -1.43621 22
"457" 0 14.02053 1 1 0 5 348 444 0 1.694322 2.61481 NA 3.411863 30
"459" 0 12.91992 1 1 1 6 338.7575 335.8489 0 1.694322 3.946062 NA 3.411863 35
"460" 0 14.04244 1 1 0 5 287 295 0 1.694322 0.583529 NA 0.620587 26
"461" 0 13.66461 1 1 0 5 282 346 0 0.535507 1.104519 NA 0.10246 35
"462" 0 13.15264 1 1 1 6 329 317 0 1.694322 0.583529 NA 2.096395 32
"463" 0 13.60164 0 1 0 5 314 286 0 0.535507 0.583529 NA 1.226635 27
"464" 0 13.60438 1 1 1 5 299 309 0 -0.466456 NA NA 1.226635 38
"465" 0 14.04517 1 1 1 6 340 379 0 0.535507 2.61481 NA 1.226635 32
"466" 0 13.26762 1 1 1 5 325 319 0 0.040053 2.61481 NA 0.620587 34
"467" 0 13.14716 0 0 0 6 281 288 0 0.535507 1.724337 NA 1.226635 29
"468" 0 13.61807 1 1 1 5 320 342 0 3.972222 1.104519 NA 3.411863 35
"469" 0 13.95209 1 1 0 5 311 327 0 0.040053 1.724337 NA 2.096395 35
"470" 0 13.91102 0 1 0 6 368 331 1 1.694322 2.61481 NA 1.226635 37
"472" 0 14.14374 1 1 1 5 342 360 0 1.064029 -0.372518 NA 1.226635 33
"474" 0 14.35455 0 1 0 6 337 332 0 3.972222 2.61481 NA 0.620587 39
"477" 0 13.82341 0 1 0 6 353 399 0 1.694322 1.724337 4.356252 2.096395 31
"484" 0 14.86927 0 1 0 5 293 313 1 -1.02803 0.102875 NA -0.389125 34
"487" 0 15.7399 1 1 1 5 216 184 1 0.040053 NA NA 2.096395 34
"489" 0 14.5243 0 1 1 5 282 270 1 1.694322 NA NA -0.389125 31
"501" 0 13.96304 0 1 1 6 358 440 0 1.694322 0.583529 1.528777 -3.00693 26
"502" 0 13.42094 1 1 0 5 376 386 0 0.535507 2.61481 3.027766 2.096395 35
"503" 0 13.0924 0 1 0 5 365 330 0 0.535507 0.102875 -0.521523 1.226635 32
"504" 0 13.78508 1 1 0 6 342 302 0 0.535507 -1.47627 1.007718 -4.36156 38
"505" 0 13.38809 0 1 0 6 375 313 0 2.609382 1.104519 1.528777 0.620587 32
"506" 0 13.74675 0 1 0 6 353 303 0 2.609382 0.583529 3.027766 2.096395 25
"507" 0 13.3525 1 1 1 5 357 326 0 3.972222 3.946062 3.027766 1.226635 27
"508" 0 13.8371 1 0 1 6 375 368 0 0.535507 1.724337 2.143643 1.226635 21
"509" 0 14.05339 1 1 0 5 372 390 0 2.609382 2.61481 3.027766 -4.36156 31
"510" 0 13.71389 1 0 1 6 371.6555 346.9316 0 2.609382 2.61481 3.027766 -0.389125 33
"512" 0 12.7447 1 1 0 5 328 308 0 2.609382 1.104519 2.143643 -0.890334 37
"513" 0 13.16359 0 1 0 6 369 348 0 0.040053 3.946062 2.143643 2.096395 33
"514" 0 13.82888 0 1 0 5 297 293 0 0.535507 1.724337 1.528777 0.10246 40
"515" 0 13.51129 0 0 0 6 350 319 0 1.694322 3.946062 4.356252 1.226635 40
"516" 0 13.99589 0 1 0 5 311 335 0 -1.02803 1.724337 -0.521523 2.096395 31
"517" 0 13.38809 0 1 0 6 370 326 0 1.064029 NA 4.356252 1.226635 30
"518" 1 13.38809 0 1 1 5 342 325 0 0.535507 0.102875 NA 2.096395 28
"519" 1 13.43463 0 1 0 5 286.0033 308.9301 0 0.040053 -1.47627 2.143643 1.226635 31
"521" 0 13.31143 1 0 0 6 346 333 0 2.609382 1.724337 NA 3.411863 33
"523" 0 13.63176 1 1 0 5 364 353 0 2.609382 1.724337 3.027766 2.096395 31
"524" 0 13.57426 0 1 0 6 336.4262 320.0396 0 1.694322 0.583529 NA 3.411863 36
"525" 0 13.30595 0 1 0 6 338 300 0 0.535507 2.61481 3.027766 3.411863 39
"526" 0 13.60164 0 1 0 5 373 359 0 3.972222 3.946062 4.356252 2.096395 40
"527" 0 14.02327 1 0 0 6 361 365 0 2.609382 2.61481 NA 2.096395 29
"528" 1 12.75838 1 0 0 6 223 223 0 2.609382 -0.372518 0.0225 3.411863 29
"529" 1 13.46475 0 1 1 5 287 300 0 1.064029 1.104519 1.528777 3.411863 40
"535" 0 13.86995 0 1 1 5 352 379 0 1.064029 0.583529 1.528777 1.226635 30
"536" 0 13.74127 0 1 1 5 297 338 0 1.694322 0.102875 0.0225 3.411863 36
"537" 0 13.11978 0 1 1 5 351 345 0 1.694322 3.946062 NA 0.620587 32
"538" 0 12.89254 1 1 1 5 327 340 0 1.064029 1.104519 NA 1.226635 31
"539" 0 13.47296 1 1 0 5 328 333 0 1.064029 -0.372518 1.007718 0.10246 34
"540" 0 13.19644 1 1 0 5 341.8975 349.6134 0 1.694322 1.724337 NA 0.10246 25
"541" 0 13.10883 0 1 1 5 294 286 0 0.040053 NA 0.518528 -4.36156 33
"543" 0 14.59548 1 1 1 5 325 358 0 1.694322 NA 1.528777 2.096395 30
"562" 0 14.42026 0 0 1 6 298 272 0 2.609382 0.102875 NA 3.411863 38
"563" 0 13.79329 1 1 1 5 289 273 0 -1.02803 -0.878592 NA 1.226635 31
"565" 1 14.40657 0 1 1 5 296 313 0 0.040053 -0.878592 1.007718 1.226635 25
"566" 1 13.86174 0 1 1 5 316 304 0 1.694322 2.61481 1.007718 3.411863 24
"567" 1 13.71937 0 1 1 5 308 351 0 1.694322 1.724337 3.027766 3.411863 29
"568" 1 14.06982 0 1 1 5 288 338 0 -0.466456 2.61481 0.518528 2.096395 23
"569" 1 13.50034 1 1 1 5 300 293 0 1.064029 2.61481 2.143643 3.411863 34
"570" 1 13.30048 0 1 1 5 317 298 0 0.535507 NA 1.528777 3.411863 33
"572" 1 13.92745 0 1 1 5 302 283 0 1.694322 3.946062 NA 2.096395 33
"573" 1 13.24298 1 1 0 5 275 306 0 0.535507 1.724337 1.528777 3.411863 36
"574" 1 13.88912 0 1 1 5 280 268 0 -0.466456 1.104519 1.528777 1.226635 30
"575" 1 13.85626 0 1 1 5 313 328 0 3.972222 1.104519 1.528777 1.226635 36
"576" 1 13.07324 0 0 1 6 268.3355 236.7858 0 1.064029 2.61481 4.356252 3.411863 35
"578" 1 14.82272 1 0 1 6 284 288 0 1.064029 0.583529 0.518528 2.096395 30
"582" 0 13.25941 1 0 1 6 339 320 0 0.040053 0.102875 1.007718 1.226635 32
"584" 0 13.98494 1 0 0 6 249 241 0 -2.68322 -1.47627 0.518528 -2.08483 33
"585" 0 14.69131 1 0 1 6 293 308 0 1.694322 1.724337 -0.521523 2.096395 24
"586" 0 13.95209 1 0 1 6 318 306 0 0.535507 -0.372518 0.518528 0.620587 30
"587" 0 14.18754 1 0 1 6 267.6261 221.0029 0 -1.02803 -0.372518 NA 1.226635 31
"588" 0 13.78234 1 0 1 6 324 293 0 1.064029 -0.878592 3.027766 2.096395 31
"589" 1 13.63997 1 0 1 6 299 280 0 -1.71029 -0.372518 NA 0.620587 28
"590" 1 14.50787 0 1 1 5 293 297 1 0.040053 0.102875 1.007718 2.096395 31
"592" 1 13.34702 1 1 1 5 336 368 0 3.972222 3.946062 2.143643 3.411863 30
"594" 1 15.34292 1 1 0 5 290 321 0 0.535507 1.724337 NA 0.620587 33
"595" 0 14.00137 0 1 0 5 281 332 0 -0.466456 2.61481 -1.18336 -1.43621 29
"596" 0 13.18549 1 0 1 6 241 262 0 -1.02803 NA -3.56417 -2.08483 23
"598" 0 13.74401 1 1 1 5 297 274 0 1.694322 1.104519 -1.18336 -2.08483 28
"599" 0 13.75496 1 0 1 6 278 330 0 -0.466456 0.583529 -0.521523 0.10246 30
"601" 0 12.96372 0 0 1 6 324 331 0 -0.466456 -0.372518 1.007718 -0.389125 39
"605" 0 13.51677 0 0 0 6 292 314 0 -1.02803 0.102875 0.0225 -1.43621 22
"606" 0 14.4449 1 1 0 5 390 351 0 3.839396 3.946062 3.027766 0.620587 30
"616" 0 13.85079 1 1 0 5 359 375 0 2.609382 3.946062 NA 3.411863 34
"617" 0 13.30322 0 1 0 6 368 347 0 1.694322 1.724337 NA 0.620587 32
"618" 0 13.54689 0 0 0 6 321 345 0 0.535507 2.61481 NA 0.620587 31
"619" 0 13.79877 0 1 1 5 355 359 0 1.694322 3.946062 NA 3.411863 27
"620" 0 14.78166 0 1 1 5 346 278 0 3.972222 1.724337 NA 3.411863 0
"621" 0 14.10267 1 1 0 6 302 326 0 0.535507 0.102875 NA 0.620587 25
"622" 0 13.9165 1 1 1 5 325 306 0 1.064029 1.104519 NA 2.096395 22
"623" 0 14.34908 0 0 0 6 339 294 0 3.972222 2.61481 NA 2.096395 35
"624" 0 13.8371 0 1 1 5 317 208 0 0.040053 1.724337 NA 3.411863 38
"627" 0 14.58453 1 0 1 5 322 267 0 1.694322 0.102875 NA 3.411863 30
"628" 0 13.94935 0 1 1 5 309 286 0 0.535507 1.724337 1.528777 1.226635 32
"631" 0 15.45791 0 1 1 5 321 302 1 0.040053 0.583529 -0.521523 -0.890334 28
"632" 0 13.77687 1 1 1 5 314 324 0 0.040053 0.583529 1.007718 -0.890334 28
"633" 0 14.91855 1 1 0 6 296 332 0 0.535507 -0.372518 1.528777 1.226635 30
"634" 0 14.02601 0 1 1 5 361 367 1 -0.466456 -0.878592 3.027766 0.620587 28
"637" 0 13.88638 1 1 1 6 339 387 0 0.535507 1.104519 2.143643 3.411863 23
"641" 0 13.50308 0 0 0 5 363 297 0 1.694322 1.724337 4.356252 3.411863 29
"643" 0 12.96372 0 1 1 6 400 348 0 3.972222 1.724337 3.027766 2.096395 40
"644" 0 13.22656 0 1 1 5 336 400 0 1.694322 2.61481 3.027766 3.411863 34
"648" 0 13.09514 1 1 1 5 332 299 0 0.040053 2.61481 2.143643 1.226635 23
"649" 0 13.17454 1 1 1 5 328 313 0 2.609382 3.946062 1.528777 2.096395 30
"650" 0 13.91376 1 1 1 5 345 363 0 3.972222 2.61481 1.528777 3.411863 28
"651" 0 13.21561 1 0 1 6 350 313 0 2.609382 3.946062 4.356252 3.411863 30
"656" 0 13.05407 1 1 1 6 335 313 0 1.694322 0.583529 3.027766 3.411863 32
"659" 0 12.98563 1 1 1 5 286 310 0 0.040053 -0.372518 1.528777 0.10246 37
"660" 0 13.10335 0 1 1 5 337 390 0 1.064029 -0.878592 2.143643 2.096395 30
"661" 0 14.0178 1 1 1 6 303 282 0 1.064029 1.724337 NA 3.411863 34
"663" 0 13.74949 0 1 1 6 310 344 1 -0.466456 -0.878592 1.528777 2.096395 26
"664" 0 13.68925 1 1 1 5 307 293 0 2.609382 1.104519 NA 2.096395 27
"666" 0 13.25667 0 1 1 5 290 316 0 1.064029 1.104519 0.518528 2.096395 36
"668" 0 14.09446 0 1 1 5 319 304 0 2.609382 3.946062 4.356252 1.226635 32
"669" 0 13.3744 0 1 0 5 299 289 0 0.535507 0.102875 1.007718 2.096395 33
"671" 0 13.70568 1 1 1 5 283 317 0 1.064029 0.102875 2.143643 1.226635 31
"672" 0 14.01232 0 1 1 5 296 300 0 2.609382 0.583529 3.027766 2.096395 30
"673" 0 13.99863 0 1 1 5 275 325 0 0.535507 -0.878592 1.007718 1.226635 28
"675" 1 15.86585 1 1 1 5 312 314 0 0.535507 1.724337 NA 0.620587 27
"683" 0 14.89391 1 1 1 5 236 238 1 -2.68322 -3.65316 NA -4.36156 30
"684" 0 13.53593 1 0 0 6 308.8486 310.7663 0 1.064029 1.104519 NA 2.096395 35
"693" 1 13.67009 0 1 0 5 295 296 0 1.694322 1.104519 1.528777 1.226635 35
"694" 1 14.09172 1 1 1 5 323 295 0 0.040053 1.104519 2.143643 2.096395 25
"702" 0 13.54962 0 1 1 6 331 355 0 3.972222 1.724337 4.356252 3.411863 28
"703" 0 13.99863 0 1 1 6 300 295 1 -2.68322 NA 0.518528 1.226635 26
"704" 0 13.35524 1 1 1 6 311 344 0 -0.466456 -0.878592 0.0225 -1.43621 28
"705" 0 14.67762 0 1 0 5 323 298 0 3.972222 2.61481 4.356252 3.411863 36
"706" 0 14.06708 0 1 1 5 313 293 0 0.535507 1.724337 1.007718 2.096395 34
"707" 0 13.13347 1 1 1 5 315 325 0 2.609382 2.61481 3.027766 3.411863 20
"709" 0 13.95209 0 1 0 6 347 368 0 3.972222 1.724337 2.143643 3.411863 36
"711" 0 14.24778 1 1 1 5 316 309 0 0.535507 0.102875 NA -2.08483 32
"712" 0 13.34428 0 1 1 5 344 310 0 1.694322 2.61481 4.356252 1.833846 38
"714" 0 14.43395 0 1 1 5 298 306 0 0.535507 2.61481 2.143643 -0.890334 38
"715" 0 13.37714 1 1 1 5 290 248 1 1.064029 -0.878592 0.0225 0.620587 22
"716" 0 13.05681 1 1 1 6 309 302 0 2.609382 1.724337 1.007718 -0.389125 37
"726" 0 14.00684 0 1 0 5 500 362 0 0.535507 3.946062 3.027766 2.096395 35
"728" 0 13.46475 0 1 1 5 293 302 0 -0.466456 NA 0.518528 -3.00693 31
"732" 0 13.55784 1 1 1 5 384 321 0 1.694322 2.61481 2.143643 3.411863 29
"733" 0 13.88638 1 0 1 6 349 350 0 0.040053 1.104519 0.518528 -0.890334 36
"739" 0 13.85352 1 0 1 6 259 274 0 -1.02803 -0.372518 -0.521523 -0.890334 29
"755" 0 14.34634 0 0 0 6 347 310 0 3.972222 2.61481 4.356252 2.096395 37
"756" 0 14.97057 0 1 1 5 337 323 0 3.972222 2.61481 4.356252 2.096395 34
"761" 0 14.13552 1 0 0 6 239 348 1 -0.466456 -0.878592 NA -0.389125 25
"770" 0 14.08624 1 1 0 5 316 287 0 -1.02803 0.583529 1.007718 1.226635 29
"771" 0 13.58795 1 0 0 6 298 303 0 0.040053 0.583529 3.027766 0.10246 30
30
